card_description_id,card_id,subject_id,card_subject_description
218,44,3,"Nếu bạn hiện đang trong một mối quan hệ mà hai bên đã cam kết lâu dài, thì khối lượng công việc mà bạn hay người yêu của bạn đang phải gánh vác nhiều khả năng đang ảnh hưởng đến mối quan hệ của hai bạn. Hãy luôn chú ý dành đủ thời gian và không gian cho mối quan hệ của mình, không để dính đến công việc cá nhân, bằng không mọi thứ sẽ trở thành gánh nặng cho bạn. Nếu bạn đang trong giai đoạn tìm kiếm tình yêu, thì sự xuất hiện của lá bài này thường cho biết rằng bạn đang thực sự quá tập trung vào chuyện tiền bạc và lăn lộn trong cuộc sống đến mức khó có thể thực sự tạo ra đủ không gian cho một mối quan hệ mới. Hãy xem xét các ưu tiên của bạn và nhìn nhận bạn đang đầu tư thời gian và năng lượng của bản thân vào đâu. Nếu bạn muốn yêu, hãy chắc chắn rằng bạn để dành chỗ (thời gian và không gian) cho tình yêu đến."
219,44,4,"Nếu bạn đang tìm kiếm công việc, thì lá bài này có thể hàm ý rằng bạn sẽ được tuyển dụng vào một vị trí mới vốn sẽ đòi hỏi nhiều kỹ năng của bạn và rất khắt khe. Hãy có niềm tin vào chính mình rằng bạn có thể làm được những gì cần thiết để dẫn đến thành công ở vị trí đó. Nếu bạn đã đang có công việc rồi, thì có khả năng bạn sẽ bị dồn nhiều trách nhiệm và nhiệm vụ hơn khả năng bạn có thể hoàn thành tốt. Đừng ngần ngại yêu cầu sự hỗ trợ được ưu tiên từ những người giám sát hay cấp trên. Bạn không thể làm việc quá khả năng được; hãy biết thực tế."
220,44,5,"Hãy xem xét khía cạnh tinh thần của cuộc sống trong cuộc sống công việc của bạn cho dù nghề nghiệp của bạn có phải là một công việc truyền thống thông thường hay không. Tại sao bạn làm điều bạn đang làm? Bạn đang khơi tạo cho sự phát triển gì? Bạn sẽ nhận được nhiều lợi ích từ việc tích cực đọc nhiều sách về tinh thần và nói chuyện với những người mà có cùng niềm tin với bạn hơn là chỉ nói chuyện với chính bản thân bạn. Hãy cởi mở, và bạn sẽ nhận được nhiều lợi ích từ nó."
221,45,1,"Lá bài Nine of Pentacles là một lá bài rất khích lệ về sức khỏe. Bạn sẽ cảm thấy tràn đầy sức sống, niềm hy vọng và lạc quan về tương lai. Nếu bạn đang chờ đợi các kết quả chẩn đoán sức khỏe, hãy yên tâm rằng nhiều khả năng đó là những kết quả rất tích cực. Hãy nghĩ đến lối suy nghĩ thông thường, và nhớ rằng cách bạn nghĩ cũng sẽ có những tác động đến sức khỏa của bạn. Hãy nghĩ tích cực hết mức có thể."
222,45,2,"Khi đánh giá tình hình tài chính của bạn, bạn cũng cần phải xem xét mức độ giàu có phồn vinh của bạn theo những hình thức khác ngoài tiền bạc. Sức khỏe của bạn có ổn không? Bạn có một cuộc sống gia đình hạnh phúc viên mãn không? Bạn cần phải tính cả những yếu tố đó trong quá trình tính toán sổ sách tài chính của mình. Xét đến một khía cạnh thiên về vật chất hơn, thì lá bài này cũng dự báo rằng chu kỳ tài chính của bạn cũng có thể được cải thiện, có lẽ hơn cả những trí tưởng tượng phong phú nhất. Hãy làm việc siêng năng, chăm chỉ. Bạn sẽ nhận được phần thưởng xứng đáng. Hãy chia sẻ những gì bạn đang có. Đó cũng là một yếu tố rất quan trọng."
223,45,3,"Lá bài Nine of Pentacles là một lá bài tuyệt vời về tình yêu. Nếu bạn đang torng một mối quan hệ gắn kết với ai đó, vậy thì bạn có thể kỳ vọng rằng mối quan hệ này sẽ thăng tiến lên một nấc thang mới xét về sự thân mật và niềm vui. Còn nếu bạn đang tìm kiếm tình yêu, thì lá bài này cho bạn biết rằng có thể một người mới có khả năng đem đến cho bạn một tình yêu sâu đậm và ý nghĩa đang tìm đến với bạn. Hãy cười lên. Ai cũng thích nhìn thấy những cặp đôi hạnh phúc mà."
224,45,4,"Nếu bạn đang kiếm việc, lá bài Nine of Pentacles có thể là dấu hiệu cho biết rằng một công việc tốt hơn nhiều so với bạn mong đợi đang tìm đến với bạn. Ngay cả khi bạn đã đang có công việc rồi, thì bạn vẫn có thể kỳ vọng vào một vị trí mới tốt hơn, cả về điều kiện làm việc lẫn chế độ lương bổng. Sẽ có rất nhiều điều bạn cảm thấy biết ơn."
225,45,5,"Khi lá bài này xuất hiện trong bối cảnh câu hỏi về tinh thần, hẳn là bạn đang cảm thấy tràn ngập bình yên và hạnh phúc. Bạn cảm thấy lòng tự trọng của mình dâng cao hơn bao giờ hết, và đó là điều tốt. Ở vị thế của mình hiện tại, bạn sẽ trở thành người khuyên giải, tư vấn cho những người khác và chia sẻ những kiến thức về tinh thần mà bạn đã tích lũy được đến giờ. Hãy đi ra thế giới, sẻ chia niềm hạnh phúc bạn đang có."
226,46,1,"Cũng như với các khía cạnh khác, lá 10 of Pentacles cũng là một dấu chỉ tích cực khi xét trong bối cảnh câu hỏi về sức khỏe. Những thông tin liên quan đến sức khỏe của bản thân bạn sẽ rất tốt. Ít nhất thì bạn cũng sẽ cảm thấy cực kỳ khỏe mạnh ngoài mong đợi trong một khoảng thời gian nào đó, cũng như lạc quan về tương lai. Hãy suy nghĩ xem bạn có thể làm gì để cải thiện tốt hơn nữa cũng như duy trì được tình trạng sức khỏe ấn tượng này trong tương lai."
227,46,2,"Khi lá bài Ten of Pentacles xuất hiện, câu trả lời cho mọi thắc mắc về tài chính của bạn nhiều khả năng sẽ vô cùng tích cực. Tiền bạc sẽ đến với bạn nhiều hơn trước đây. Bạn sẽ có nhiều hơn số tiền mà bạn cần để đáp ứng các nhu cầu của cuộc sống. Hãy biết đầu tư cho tương lai lâu dài và cố gắng tiết kiệm một ít từ nguồn tiền dồi dào đang đến với bạn."
228,46,3,"Lá bài Ten of Pentacle là một dấu hiệu rất hạnh phúc về tình yêu. Nếu hiện bạn đã có một mối tình đã hứa hẹn và cam kết, thì lá bài này có thể hàm ý rằng mối quan hệ tình cảm của bạn sẽ sớm tiến lên một mức độ mới; chung sống cùng nhau, đính hôn, kết hôn, sinh con… mọi thứ đều có thể là thông điệp mà lá bài muốn truyền tải. Nhiều khả năng bạn sẽ sớm được trải nghiệm một giai đoạn yên bình và ngập tràn hạnh phúc trong cuộc sống yêu đương. Hãy tận hưởng những cảm giác đó và đảm bảo rằng người yêu của bạn biết được rằng trong mắt bạn, họ có ý nghĩa với bạn nhiều như thế nào. Nếu bạn chưa có một mối quan hệ yêu đương nào, thì lá bài này có thể hàm ý rằng một tình yêu mới sẽ có thể bước vào cuộc sống của bạn rất nhanh chóng, đến mức khiến đầu óc bạn bị quay cuồng. Hãy luôn cởi mở."
229,46,4,"Bạn sẽ được tăng lương bổng hoặc được thăng chức ngoài mong đợi khi lá bài Ten of Pentacles xuất hiện. Hiển nhiên bạn sẽ rất thích những tình huống đó. Lá 10 of Pentcales là lời tiên đoán cực tốt khi bạn đang trong giai đoạn tìm kiếm việc làm. Nếu bạn kiên nhẫn tìm kiếm, thì bạn sẽ sớm được nhận vào một vị trí mà bạn yêu thích hoặc được trả lương cao cho công việc được giao. Dù cho thế nào đi nữa thì cũng đừng bao giờ từ bỏ. Mọi thứ đang đi lên kể cả khi bạn không thấy nhiều dấu hiệu chứng tỏ điều đó sẽ xảy ra."
230,46,5,"Đây sẽ là thời điểm gợi lên sự thanh bình, niềm vui và sự sung túc dành cho bạn. Làm sao chia sẻ được những điều này? Làm cách nào bạn có thể đào sâu hơn nữa sự phát triển và khám phá tinh thần khi tự thân bạn đã đang cảm thấy quá hạnh phúc và tốt đẹp rồi? Hãy tận hưởng những cảm giác tốt này, và chia sẻ chúng dưới mọi hình thức trong khả năng của bạn. Hãy ghi nhớ lại những khoảnh khắc này để khi những lúc khó khăn xuất hiện lại (vì cuộc sống luôn là một chu kỳ thay đổi), bạn có thể hồi tưởng lại khoảng thời gian hạnh phúc này và lạc quan rằng những điều tốt đẹp trong quá khứ sẽ còn quay lại."
231,47,1,"Bất kỳ vấn đề sức khỏe nào biểu hiện ở thời điểm hiện tại đều là hậu quả của những vấn đề rối loạn trong cảm xúc. Liệu bạn có cần được quan tâm không? Nên nhớ bạn không nhất thiết phải là một bệnh nhân thì mới đáng được quan tâm chăm sóc. Hãy nói ra điều bạn cần. Tuy nhiên, hãy đảm bảo rằng bất kỳ triệu chứng nào liên quan đến sức khỏe của bạn cũng sẽ được đánh giá đúng và phù hợp bởi một chuyên gia chăm sóc sức khỏe có chuyên môn. Nếu họ nói không có vấn đề gì xảy ra với bạn, vậy thì hãy xem xét thêm các trạng thái về tình thần và cảm xúc. Trong phần lớn thời điểm bạn vẫn nắm giữ được chiếc chìa khóa tìm đến nguồn sức khỏe và sức sống dồi dào."
232,47,2,"Về mặt tài chính, lá Page of Pentacles hàm ý đến những phần thưởng và thành quả mà bạn sẽ nhận được nhờ làm việc tốt và siêng năng. Dù vậy đây không phải thời điểm để đầu tư may rủi hay làm điều gì đó không thực tế. Ngược lại đây là lúc đưa ra một đánh giá chân thực về giá trị của các kỹ năng và nỗ lực mà bạn đã bỏ ra. Nếu bạn không được trả công hay nhận được những thứ xứng đáng được nhận, thì đây có thể là lúc để tạo ra thay đổi. Hãy biết đầu tư, đừng tiêu xài phung phí. Hãy chọn đổ tiền vào những lĩnh vực tư an toàn và mang tính truyền thống."
233,47,3,"Nếu bạn đang trong một mối quan hệ tình cảm gắn kết khi lá bài này xuất hiện, thì sự xuất hiện của lá bài này có thể là dấu hiệu cho thấy cuộc tình này có đôi chút thiếu lãng mạn. Tuy không hàm ý một hồi chuông cảnh tỉnh, nhưng lá bài vẫn là lời kêu gọi bạn và người yêu bạn nhanh chóng hành động và thảo luận với nhau. Để tạo ra sự thay đổi và cải thiện mối quan hệ này, bạn cần phải hết sức chân thật về cảm giác của mình. Nếu hiện tại bạn chưa ràng buộc chuyện tình cảm, và cảm thấy như thể bạn không có cơ hội gặp gỡ được đúng người, vậy thì hãy xem xét cẩn thận những gì bạn đang giữ trong lòng mình. Bạn có thể vẫn còn vương vấn tình cũ, và có thể cần buông bỏ những ký ức xưa đi trước khi bạn có thể kỳ vọng mọi chuyện sẽ diễn biến tốt đẹp hơn."
234,47,4,"Lá Page of Pentacles có thể hàm ý rằng bạn có nhiều công việc phải làm hơn quỹ thời gian thực tế mà bạn có để hoàn thành chúng. Đừng tuyệt vọng, hãy xắn tay áo lên và bắt đầu công việc ngay. Nhìn chung tin tức về công việc đều ổn, dù có thể bạn sẽ cảm thấy quá tải và không hứng thức. Hãy nhớ câu chậm mà chắc. Nếu bạn cần sự giúp đỡ để hoàn thành công việc, thì đừng ngại ngần yêu cầu. Luôn có sẵn sự hỗ trợ từ nhiều nguồn dành cho bạn."
235,47,5,"Nếu bạn đang cảm thấy bất ổn về tinh thần, vậy thì đây là thời điểm tốt để xem xét những điều gì có thể tạo được niềm hứng khởi cho bạn. Bạn đang tận hưởng và trải nghiệm điều gì? Bạn đang quan tâm điều gì? Bạn đang muốn khám phá những gì? Hãy chắc chắn rằng bạn đã rời bỏ con đường cũ mòn và thử nghiệm những hướng đi mới mẻ. Hãy tạo ra nguồn năng lượng và niềm hăng hái cho chính bạn. Hãy tìm kiếm những người có nhận thức tinh thần tích cực và lạc quan nhất bạn biết, và nói những điều khích lệ họ. Bạn sẽ học hỏi được rất nhiều điều hữu ích."
236,48,1,"Liên quan đến vấn đề sức khỏe, Knight of Pentacles hàm ý rằng vấn đề sức khỏe lớn nhất của bạn thục ra chính là sự bi quan. Hãy thử suy xét từ những điều cơ bản: liệu bạn có ngủ đủ giấc, tập luyện thể thao đủ giờ, và ăn uống đủ chất chưa? Cần biết rằng bạn không nhất thiết phải trải qua một chế độ ăn uống hà khắc và không thoải mái để có thể cảm thấy sức khỏe mình trở nên tốt hơn? Hãy tiến từng bước một, đó có thể sẽ là phương án cải thiện cuộc sống mà bạn có thể thích nghi cũng như duy trì lâu dài được."
237,48,2,"Khi lá King of Pentacles xuất hiện trong câu hỏi về vấn đề tài chính, lá bài cho bạn biết rằng bạn sẽ sớm có thêm nhiều tiền bạc hơn dưới nhiều hình thức, ví dụ như được tăng lương, được trúng số, được thừa kế gia sản… Bất cứ điều gì cũng hoàn toàn có thể xảy ra. Cho dù vậy, bạn vẫn cần phải làm việc chăm chỉ và đừng đổ tiền đầu tư nhiều hơn mức độ bạn chấp nhận bị thua lỗ."
238,48,3,"Trong bối cảnh về tình yêu, là bài này hàm chỉ những trách nhiệm và nghĩa vụ của mỗi bên trong một mối quan hệ yêu đương. Tình yêu không phải lúc nào cũng chỉ có sự mê đắm và lãng mạn. Một tình yêu thực sự sẽ bao gồm sự sự sẵn lòng hợp tác cùng nhau để vượt qua các thử thách và xây dựng mối quan hệ được bền vững. Làm cách nào bạn có thể đáp ứng tốt được các trách nhiệm của mình? Nếu bạn đang tìm người yêu khi rút được lá bài này, thì lá bài chính là một dấu hiệu rõ ràng cho biết rằng bạn cần thay đổi những suy nghĩ và hành động theo lối mòn của mình và thử nghiệm những điều mới mẻ nếu bạn muốn gặp một người mới. Bạn cần phải đánh đổi điều gì đó để có được cái mình mong muốn."
239,48,4,"Đây không phải là thời điểm đề xuất giải quyết công việc bằng những phương án phá cách hơn so với bình thường. Bạn cần phải làm việc bằng những phương thức trong khuôn khổ sẵn có và hoàn thành những gì được giao. Nếu bạn đang tìm kiếm công việc, thì đây có thể là một dấu hiệu tốt rằng vị trí bạn cần đang sắp tìm đến bạn rồi, tuy nhiên bạn cũng cần chú ý khi tham gia các buổi phỏng vấn, hãy đảm bảo rằng bạn nỗ lực mang lại những ấn tượng cho nhà tuyển dụng về mức độ đáng tin cậy và tính kiên định, vì họ không thích những nhân viên thiếu nghiêm túc trong công việc đâu."
240,48,5,"Bạn có thể đột nhiên nhận thấy bản thân mình đang bị quá tải xét trên khía cạnh tinh thần mà không có lý do cụ thể. Hãy thử kiểm soát từng mảng miếng nhỏ trong tinh thần của bản thân, vì bạn không cần phải cố gắng khắc phục toàn bộ mọi vấn đề trong cuộc sống của mình cùng lúc. Bạn đang ở lưng chừng giai đoạn thay đổi trong tinh thần khi điều này xảy ra. Hãy ghi nhớ rằng bạn thay đổi là để tốt hơn."
241,49,1,"Xét trong bối cảnh sức khỏe, Queen of Pentacles là lời đề nghị bạn dành nhiều thời gian và không gian hơn để tập trung vào chính mình trước, từ đó sức khỏe của bạn mới thực sự được cải thiện. Nếu bạn liên tục chỉ dành thời gian và không gian cho những người khác thay vì ưu tiên cho chính bản thân bạn và những nhu cầu của bạn trước, thì sức khỏe của bạn sẽ sớm bị đe dọa. Hãy biết cân bằng mọi thứ. Nên nhớ bạn cũng quan trọng không kém những người khác."
242,49,2,"Queen of Pentacles là một dấu hiệu tuyệt vời khi xét trong bối cảnh tài chính tiền bạc. Sự thịnh vượng và đủ đầy tài chính của bạn rất có thể sẽ còn tăng cao hơn. Đừng e ngại việc chi ra một khoản trong tổng số tiền bạn kiếm được. Việc tiết kiệm là cần thiết, nhưng việc tận hưởng cuộc sống khi bạn có điều kiện cũng quan trọng không kém. Hãy chia sẻ những gì bạn có khi bạn có thể."
243,49,3,"Trong bối cảnh câu hỏi về tình yêu, Queen of Pentacles là một lá bài thiên về tính nữ và hàm chỉ định hướng, đặc biệt dành cho những người hiện chưa có sự gắn kết tình cảm với bất kỳ ai. Định hướng chiến thuật tìm kiếm tình yêu là một định hướng thiên về tính nữ. Đừng chỉ theo đuổi tình yêu, thay vào đó hãy làm cho bản thân mình sẵn sàng đón nhận tình cảm. Tuy nhiên cũng đừng quá tuyệt vọng đến mức bất chấp tất cả để thiết lập mối quan hệ tình cảm với một người mới mẻ trong cuộc sống của bạn. Khi thời điểm thích hợp đến, tình yêu sẽ tìm đến mà bạn không cần làm gì khác. Hãy luôn lạc quan, và tâm niệm rằng bạn đáng được yêu thương."
244,49,4,"Công việc của bạn có vẻ đang rất tiến triển. Một người phụ nữ nào đó có thể đóng vai trò quan trọng trong sự nghiệp của bạn. Nếu có một người như thế thật sự, hãy yên tâm rằng cô ấy là “đồng minh” của bạn trong công việc. Nếu có thể, hãy theo mang một số vật dụng từ nhà đến nơi làm việc. Điều này sẽ giúp bạn cảm thấy môi trường làm việc trở nên gần gũi như ở nhà hơn, nhờ đó bạn sẽ làm việc hiệu quả hơn."
245,49,5,"Một điều quan trọng cần nhớ là bạn phải có niềm tin vào bản thân mình. Tuy bạn có thể không nhìn nhận những thứ thuộc về tinh thần theo cách mà người khác thấy, nhưng hệ thống niềm tin của bạn là của riêng bạn, đó mới là điều quan trọng nhất. Khi nhắc đến đời sống tinh thần, tuy việc lắng nghe từ người khác là rất quan trọng nhưng sau cùng thì chính chúng ta mới là người đưa ra quyết định cho riêng mình. Nếu người khác không hiểu quyết định của bạn, đó đơn giản là vấn đề của họ."
246,50,1,"Tình trạng sức khỏe bạn có thể được cải thiện nếu bạn chắc chắn rằng bạn dám đối mặt và giải phóng những cảm xúc tiêu cực của bản thân. Tuy nhiên, bạn cần phải rất thông suốt về cách thức đối phó với những cảm xúc tiêu cực này, cũng như nhận thức rõ ở đâu và khi nào bạn sẽ làm như vậy. Những truyền thống văn hóa và nghi thức thanh tẩy có thể giúp bạn phần nào cảm thấy thoải mái hơn vào lúc này. Những gì làm bạn thoải mái về tâm hồn và tinh thần cũng sẽ làm cơ thể bạn thoải mái. Những nghi thức về sức khỏe nào bạn đang áp dụng? Nếu bạn chưa từng thử bất kỳ phương thức nào trước đây, hãy thử trải nghiệm cho đến khi cảm thấy thoải mái. Sức khỏe của bạn sẽ nhận được rất nhiều lợi ích từ những phương thức điều trị như vậy."
247,50,2,"King of Pentacles là một lá bài tuyệt vời khi xét trong những vấn đề tài chính. Gần như tất cả những khoản đầu tư của bạn đều đang tiến triển rất tốt và còn sinh lợi nhiều hơn nữa nhờ những nỗ lực hoặc phương thức đầu tư khôn ngoan mà bạn đã thực hiện. Dù vậy đây vẫn không phải thời điểm để suy nghĩ vội vàng. Hãy cứ chấp nhận những rủi ro có tính toán, nhưng đừng bị sa đà. Hãy san sẻ của cải của mình khi bạn cảm thấy nên làm vậy. Hãy nhớ rằng tiền vẫn chỉ là tiền, thứ mà bạn sẽ không thể mang theo mãi mãi được."
248,50,3,"Lá King of Pentacles là một dấu hiệu tốt khi xuất hiện trong bối cảnh câu hỏi về tình yêu. Một ai đó có thể xuất hiện và thu hút sự chú ý của bạn ngay từ cái nhìn đầu tiên. Hãy cứ tiến lên theo tiếng gọi con tim, nhưng đừng cố tỏ ra là một người khác mà không phải là chính mình. Người này sẽ chỉ yêu chính con người bạn mà thôi. Hãy sống chân thật và mọi chuyện sẽ trở nên ổn thỏa cho bạn. Nếu bạn đang trong một mối quan hệ gắn kết với một ai đó, vậy thì mối quan hệ này rất nhiều khả năng sẽ tiến triển lên một vị thế thoải mái hơn nữa (theo nghĩa ẩn dụ). Nhưng nếu bạn không cảm thấy hài lòng về bất cứ điều gì trong cuộc tình này, thì bạn cần phải nói ra điều đó để kỳ vọng vào một sự thay đổi. Đừng mong đợi nửa kia của mình sẽ hiển nhiên biết được suy nghĩ của bạn."
249,50,4,"Một người đàn ông chững chạc, uy tín sẽ đóng vai trò chủ đạo trong môi trường làm việc của bạn (ngay cả khi bạn đang làm việc ở nơi toàn là phụ nữ). Người đàn ông này khôn ngoan và công bằng, nhưng có đôi chút vội vã bỏ qua việc đánh giá. Người ấy có thể trở thành một người hỗ trợ đáng tin cậy của bạn cho dù bạn chưa gặp người ấy được bao lâu. Hãy luôn sẵn sàng xem xét mọi thứ kỹ lưỡng – bạn sẽ yên tâm khi bạn như vậy."
250,50,5,"Có thể bạn không hiểu rõ những gì bạn cần để làm cho tinh thần mình được thỏa mãn, có lẽ vì trong nhiều năm qua bạn đã dành tâm trí của mình chủ yếu cho việc đảm bảo nguồn tài chính ổn định cho cuộc sống mà thôi. Hãy suy nghĩ lại một chút về vấn đề này. Nếu bạn chưa có bất kỳ nền tảng khái niệm nào trong văn hóa tinh thần, hãy tìm đến Internet hay nguồn thông tin từ thư viện địa phương để học hỏi về những nguồn tư tưởng mới. Hãy dành thời gian để nuôi dưỡng khía cạnh tinh thần của bản thân. Dù bạn tin hay không, thì tình hình tài chính của bạn cũng sẽ nhờ đó mà được hưởng nhiều lợi ích về sau."
251,51,1,"Về sức khỏe, có vẻ như rốt cuộc thìbạn cũng đã tự mình nhận ra đươc một số thói quen xấu của bản thânvà ngăn chặn chúng. (Hàm ý này cũng có thể mang nghĩa ngược lại – rốt cuộc thì bạn cũng đã bắt đầu nhận ra điều gì đó là tốt cho bản thân!) Có thể bạn sẽ cảm thấy đôi chút căng thẳng khi nhận ra những điều này. Hãy chăm sóc bản thân thật tốt, vì chỉ khi tựquan tâm chính mình thì bạn mới biết được quan tâm đến người khác như thế nào là thích hợp nhất và tốt nhất. Các bài tập thể dục đặc biệt quan trọng đối với bạn, nhưng cũng đừng nên tậpquá sức."
252,51,2,"Khi nói đến tài chính, Ace of Swords cho ta biết rằng khi nào đủ là đủ. Đây không phải là lúc để tìm kiếm cơ hội liên quan đến tiền bạc. Đừng đầu tư nếu bạn cảm thấy không đủ khả năng vì có thể bạn sẽ thua lỗ. Có thể sẽ có người hỏi vay tiền bạn. Cho dù bạn có cảm thấy thông cảm cho họ thế nào đi nữa thì có lẽ tốt nhất vẫn là không nên cho vay bất cứ thứ gì họ hỏi. Bạn có thể sẽ không được trả lại khoản vay đó, và tệ hơn nữa có thể bạn sẽ đánh mất mối quan hệ với người bạn cho mượn tiền. Chỉ nêncho mượn nếu bạn thật sự “sẵn sàng” chấp nhận rủi ro."
253,51,3,"Xét về mặt tình yêu, Ace of Swords có thể có nghĩa là bạn đã sẵn sàng để bắt đầu một khởi đầu mới mẻ, và nếu bạn đang trong một mối quan hệ tình cảm, thì lá bài này có thể hàm ý đến một vấn đề nào đótrong mối quan hệ sẽ khiến bạn muốn chấm dứt duy trì cuộc tình này. Đừng ngần ngại nói lên suy nghĩ của bạn. Nếu một điều gì đó trong mối quan hệ gây tổn thương hay không tốt cho bạn, và bạn mất đi người yêu vì những gì bạn đã hay sẽ nói ra – vậy thì thực ra bạn không hề mất mát gì cả đâu, mà chỉ đơn giản là bạn đang hướng tới một mối quan hệ tốt hơn cho bạn mà thôi. Hãy nói lên sự thật!"
254,51,4,"Trong câu hỏi về bối cảnh công việc, Ace of Swords có thể mang nghĩa là bạn sẽ sớm thử nghiệm một chiến lượccông việc khác hoặc thậm chí có thể chọn rời bỏ công việc mà bạn đang làm. Nếu bạn đang quyết tâm ở lại nơi mà bạn đang làm việc, bạn có thể có một số ý tưởng tốt cho chính sách mới hoặc các quy trình có thể giúp cho công việc cũng như cuộc sống thường ngày của mọi người dễ dàng hơn, giúp giải quyết vấn đề từ điểm mấu chốt và khắc phục sản phẩm đầu ra. Đừng ngại trò chuyện với những đồng nghiệp xung quanh. Có một câu ngạn ngữ cổ nói rằng: “Nếu bạn không quan tâm đến việc ai được lợi, thì những gì bạn làm được sẽ vô cùng ấn tượng”. Bạn rồi sẽ nhận được sự tín nhiệm từ những điều tốt lành mà bạn mang đến. Việc xây dựng niềm tin không phải chuyện một sớm một chiều."
255,51,5,Bạn có thể nhận thấy đã đến lúc từ bỏ một số niềm tin không thích hợp và không tốt cho bản thân. Đừng tự ép mình nếu bạn cảm thấy những niềm tin ấy không còn phù hợp. Ai cũng từngcó lúc phạm sai lầm haybị mắc kẹt với những sai lầm. Bạn sẽ tìm ra những sự thật về tâm linh phù hợp với bạn và có thể là có ích cho bạn. Đừng ngại khi trao đổi với ai đó về những gì bạn nghĩ là sẽ có ích cho họ xét trên khía cạnh tâm linh.
256,52,1,"Khi lá bài này xuất hiện trong bối cảnh của câu hỏi sức khỏe, nó mang thông điệp cần phải thật chú ý đến cảm xúc của người được giải bài. Bạn cảm thấy thế nào về những điều hay những người hiện có liên quan đến cuộc sống của bạn? Hãy ghi chép lại và nói những điều trên với một ai đó mà bạn tin tưởng là người quan trọng trong lúc này. Điều này có thể dẫn đến một sự đột phá tích cực cho sức khoẻ của bạn. Hãy giữ suy nghĩ thoải mái và nhớ rằng việc cân bằng thói quen là điều rất quan trọng ngay bây giờ. Ăn uống đủ chất, ngủ đủ giờ, tập thể dục đủ cường độ, và uống đủ nước."
257,52,2,"Về tài chính, 2 of Swords cho thấy một yêu cầu về sự cân bằng và tính thận trọng. Hãy chắc chắn rằng bạn sử dụng tiền của mình đúng chỗ và khôn ngoan, đến từng đồng, từng xu. Trốn tránh vấn đề sẽ không giúp giải quyết chúng. Nếu bạn cần thêm thu nhập, hãy nhớ rằng bạn có thể làm cho nó xảy ra, những gì bạn cần làm chỉ là cần phải sáng tạo mà thôi. Điều dễ nhất để làm có lẽ là cắt giảm một số chi phí của bạn. Bạn có đang chi tiêu vào những khoản không phải là tuyệt đối cần thiết? Hãy cố gắng cân đối chi tiêu của bạn. Nếu bạn cần giúp đỡ để làm điều đó, hãy nói ra."
258,52,3,"2 of Swords là một điềm tốt, đặc biệt là cho một mối quan hệ tình cảm đang đang tồn tại. Lá bài này biểu thị rằng mối quan hệ của bạn sẽtrở nên dễ dàng phát triển, ổn định và cân bằng hơn, trong đó việc cả hai người sẽ đối xử với nhau một cách công bằng sẽ là yếu tố đóng vai trò quan trọng. Nếu bạn đang tìm kiếm tình yêu, hãy nhìn nhận nghiêm túc về bản thân mình, về những cảm xúc nào ngoài tầm kiểm soát mà bạn cần phải giải quyết. Mọi người có thể dự đoán được tình cảnh củasự tuyệt vọng từ trước khi nó thật sự xảy ra, và đấy chính là một bước ngoặc quan trọng. Một người bạn đời không giúp bạn trở nên hoàn thiện; thay vào đó, một người bạn đời chỉ là phần trang trí, tô điểm thêm trên chiếc bánh cuộc đời đã được vẽ ra bởi chính bản thân bạn. Đừng nhìn ra bên ngoài chínhbản thân mình khi muốn tìm kiếm cho mình sự hạnh phúc. Một khi hiểu và làm được điều đó, mối quan hệ mà bạn thực sự muốn và cần sẽ đến thôi."
259,52,4,"Có thể bạn đang mãi chờ đợi một quyết định liên quan đến công việctừ người khác. Hãy cố gắng kiên nhẫn và kiềm chế, không hối thúc người khác trước khi họ sẵn sàng đưa ra quyết địnhấy. Nếu bạn đã làm tốt phần mình, vậy thì mọi thứ có thể sẽ diễn ra có lợi cho bạn. Hãy chắc chắn rằng bạn đã làm những gì cần phải làm một cách thật khôn ngoan;còn nếu không, hãy tìm ra cách để giải thích hoặc bù đắp lại cho những thiếu sót của mình.Điều đó thể hiện rằng bạn có trách nhiệm với việc mình làm. Đừng tỏ ra lo lắng hay sợ hãi."
260,52,5,"Khi lá 2 of Swords xuất hiệntrong một trải bài liên quan đến câu hỏi về tâm linh, nó cho thấy rằng bạn đang đi trên một con đường cân bằng hơn và tích cực hơn là bạn nghĩ (về khía cạnh tinh thần). Hãy giữ vững những gì bạn tin tưởng và cách bạn nhìn nhậnmọi thứ, ngay cả khi quan điểm hay phương thức nhìn nhận tinh thần của bạn không phù hợp với tất cả mọi người."
261,53,1,"Sức khỏe bạn có thể không tốt như bạn kỳ vọng. Những cảm xúc, sự trầm cảm hay lo lắng có thể sẽảnh hưởng đến sức khoẻ của bạn. Hãy giữ thái độ tích cực. Đó là điều quan trọng nhất lúc này, dù cho vấn đề hay tình hình hiện tại có ra sao đi nữa. Hãy nhớ rằng bác sĩ không phải thần thánh. Hãyđối xử với bản thân bằng tình yêu và suy nghĩ tích cực. Hãy tìm hiểu về những phương thức chữa bệnh hay. Nếu bạn cần sựgiúp đỡ để luôn duy trì được trạng thái tích cực, thìhãy cứyêu cầu điều đó. Hãy bao bọc bản thân với tinh thần khoẻ mạnh, và những ảnh hưởng tích cực hết mức có thể."
